阿公店,A kong tiàm
凊嗽,tshìn sàu
秤錘,tshìn thuî
秤頭,tshìn thâu
凊彩,tshìn tshái
秤仔,tshìn á
秤仔花,tshìn á hue
凊,tshìng
擤,tshìng
熗,tshìng
衝,tshìng
銃,tshìng
銃空,tshìng khang
擤鼻,tshìng phīnn
銃殺,tshìng sat
銃手,tshìng tshiú
銃子,tshìng tsí
腥,tshìnn
鼠,tshí
鼠麴粿,tshí khak kué
鼠麴草,tshí khak tsháu
寢,tshím
寢室,tshím sik
寢頭,tshím thâu
惝,tshíng
筅,tshíng
請,tshíng
請安,tshíng an
請命,tshíng bīng
請願,tshíng guān
請求,tshíng kiû
請教,tshíng kàu
請假,tshíng ká
請辭,tshíng sî
請示,tshíng sī
筅黗,tshíng thûn
請罪,tshíng tsuē
筅仔,tshíng á
徐,tshî
持,tshî
溡,tshî
持有,tshî iú
持股,tshî kóo
鑱,tshîm
鑱仔,tshîm á
松,tshîng
榕,tshîng
榕仔,tshîng á
瀳,tshînn
剉,tshò
噪,tshò
挫,tshò
操,tshò
糙,tshò
錯,tshò
糙米,tshò bí
錯誤,tshò gōo
噪耳,tshò hī
噪耳,tshò hīnn
噪音,tshò im
錯覺,tshò kak
錯亂,tshò luān
噪人耳,tshò lâng hī
噪人耳,tshò lâng hīnn
錯失,tshò sit
錯手,tshò tshiú
剉柴,tshò tshâ
創,tshòng
創業,tshòng gia̍p
創下,tshòng hā
創刊,tshòng khan
創空,tshòng khang
創舉,tshòng kí
創景,tshòng kíng
創舉,tshòng kú
創立,tshòng li̍p
創辦,tshòng pān
創新,tshòng sin
創始,tshòng sí
創作,tshòng tsok
創造,tshòng tsō
創治,tshòng tī
創意,tshòng ì
措,tshòo
醋,tshòo
措施,tshòo si
醋桶,tshòo tháng
楚,tshó
草,tshó
草橄欖,tshó kan ná
草窒仔,tshó that á
草案,tshó àn
衝,tshóng
衝碰,tshóng pōng
楚,tshóo
礎,tshóo
床,tshông
厝,tshù
次,tshù
處,tshù
趣,tshù
厝尾頂,tshù bué tíng
厝尾頂,tshù bé tíng
趣味,tshù bī
厝瓦,tshù hiā
次要,tshù iàu
厝角頭,tshù kak thâu
厝角鳥仔,tshù kak tsiáu á
厝跤,tshù kha
厝契,tshù khuè
厝契,tshù khè
厝裡,tshù lí
厝內,tshù lāi
厝裡,tshù nih
厝邊,tshù pinn
厝邊隔壁,tshù pinn keh piah
厝邊兜,tshù pinn tau
厝邊頭尾,tshù pinn thâu bué
厝邊頭尾,tshù pinn thâu bé
厝稅,tshù suè
厝稅,tshù sè
處暑,tshù sú
次序,tshù sū
厝宅,tshù the̍h
厝頭家,tshù thâu ke
次長,tshù tiúnn
處長,tshù tiúnn
厝場,tshù tiûnn
厝主,tshù tsú
厝地,tshù tuē
厝頂,tshù tíng
厝地,tshù tē
吋,tshùn
寸,tshùn
寸尺,tshùn tshioh
寸棗,tshùn tsó
取,tshú
此,tshú
處,tshú
鼠,tshú
此外,tshú guā
處方,tshú hng
處罰,tshú hua̍t
處份,tshú hūn
鼠麴粿,tshú khak ké
鼠麴草,tshú khak tsháu
取景,tshú kíng
處境,tshú kíng
處女,tshú lí
處理,tshú lí
處女,tshú lú
取消,tshú siau
此時,tshú sî
取得,tshú tit
取締,tshú tè
處置,tshú tì
取代,tshú tāi
忖,tshún
疵,tshû
存,tshûn
存範,tshûn pān
存死,tshûn sí
存後步,tshûn āu pōo
喳,tshā
祀,tshāi
,tshāi
錚,tshānn
坐,tshē
坐毋著,tshē m̄ tio̍h
坐不是,tshē put sī
坐數,tshē siàu
揣頭路,tshē thâu lōo
坐底,tshē tué
坐底,tshē té
市,tshī
揤,tshī
飼,tshī
市民,tshī bîn
市面,tshī bīn
市容,tshī iông
市區,tshī khu
市價,tshī kè
飼奶,tshī ling
飼料,tshī liāu
市內,tshī lāi
飼奶,tshī ni
市長,tshī tiúnn
市場,tshī tiûnn
飼查某,tshī tsa bóo
市草,tshī tsháu
市政,tshī tsìng
穿,tshīng
穿插,tshīng tshah
吮,tshńg
呲,tshū
澍,tshū
跙,tshū
跙流籠,tshū liû lông
跙一倒,tshū tsi̍t tó
跙倒,tshū tó
串,tshǹg
串仔,tshǹg á
之,tsi
支,tsi
枝,tsi
脂,tsi
膣,tsi
芝,tsi
膣屄,tsi bai
之外,tsi guā
支付,tsi hù
之間,tsi kan
支流,tsi liû
支票,tsi phiò
支配,tsi phuè
支配,tsi phè
之中,tsi tiong
支出,tsi tshut
支持,tsi tshî
支援,tsi uān
支應,tsi ìng
遮,tsia
遮的,tsia ê
才,tsiah
睫,tsiah
脊,tsiah
藉,tsiah
跡,tsiah
遮,tsiah
隻,tsiah
遮爾,tsiah nī
遮爾仔,tsiah nī á
才是,tsiah sī
才會,tsiah ē
占,tsiam
尖,tsiam
瞻,tsiam
簪,tsiam
詹,tsiam
針,tsiam
鍼,tsiam
尖跤幼手,tsiam kha iù tshiú
針空,tsiam khang
針灸,tsiam kù
針鼻,tsiam phīnn
針頭,tsiam thâu
尖刀,tsiam to
針車,tsiam tshia
尖喙掘仔,tsiam tshuì ku̍t á
尖喙夾仔,tsiam tshuì ngeh á
針指,tsiam tsáinn
針黹,tsiam tsí
尖鑽,tsiam tsǹg
針對,tsiam tuì
煎,tsian
箋,tsian
煎粿,tsian kué
煎粿,tsian ké
煎餅,tsian piánn
煎匙,tsian sî
漳,tsiang
正,tsiann
精,tsiann
精肉,tsiann bah
正月,tsiann ge̍h
正月正時,tsiann ge̍h tsiann sî
正月,tsiann gue̍h
正月正時,tsiann gue̍h tsiann sî
接,tsiap
汁,tsiap
接任,tsiap jīm
接跤,tsiap kha
接枝,tsiap ki
接見,tsiap kiàn
接骨,tsiap kut
接管,tsiap kuán
接近,tsiap kīn
接近,tsiap kūn
接納,tsiap la̍p
接任,tsiap līm
接班,tsiap pan
接續,tsiap sio̍k
接收,tsiap siu
接受,tsiap siū
接送,tsiap sàng
接替,tsiap thuè
接替,tsiap thè
接待,tsiap thāi
接觸,tsiap tshiok
接手,tsiap tshiú
接喙,tsiap tshuì
接掌,tsiap tsióng
接單,tsiap tuann
折,tsiat
浙,tsiat
節,tsiat
節目,tsiat bo̍k
折磨,tsiat buâ
節約,tsiat iok
節育,tsiat io̍k
節儉,tsiat khiām
折扣,tsiat khàu
折舊,tsiat kū
節稅,tsiat suè
節稅,tsiat sè
節省,tsiat síng
節奏,tsiat tsàu
節制,tsiat tsè
招,tsiau
昭,tsiau
椒,tsiau
焦,tsiau
礁,tsiau
蕉,tsiau
招魂,tsiau hûn
招認,tsiau jīn
招認,tsiau līn
招牌,tsiau pâi
招待,tsiau thāi
焦點,tsiau tiám
炸,tsia̍h
食外口,tsia̍h guā kháu
食福,tsia̍h hok
食風,tsia̍h hong
食薰,tsia̍h hun
食好料,tsia̍h hó liāu
食認,tsia̍h jīn
食家己,tsia̍h ka kī
食虧,tsia̍h khui
食苦,tsia̍h khóo
食力,tsia̍h la̍t
食奶,tsia̍h ling
食人,tsia̍h lâng
食人夠夠,tsia̍h lâng kàu kàu
食老,tsia̍h lāu
食老出癖,tsia̍h lāu tshut phia̍h
食認,tsia̍h līn
食名,tsia̍h miâ
食命,tsia̍h miā
食奶,tsia̍h ni
食軟驚硬,tsia̍h nńg kiann ngē
食軟驚硬,tsia̍h nńg kiann ngī
食膨餅,tsia̍h phòng piánn
食便領現,tsia̍h piān niá hiān
食飯會,tsia̍h pn̄g huē
食飯廳,tsia̍h pn̄g thiann
食飯桌,tsia̍h pn̄g toh
食褒,tsia̍h po
食飽,tsia̍h pá
食補,tsia̍h póo
食聲,tsia̍h siann
食色,tsia̍h sik
食食,tsia̍h si̍t
食倯,tsia̍h sông
食頭路,tsia̍h thâu lōo
食桌,tsia̍h toh
食餐廳,tsia̍h tshan thiann
食清領便,tsia̍h tshing niá piān
食秤頭,tsia̍h tshìn thâu
食醋,tsia̍h tshòo
食市,tsia̍h tshī
食穿,tsia̍h tshīng
食漿,tsia̍h tsiunn
食罪,tsia̍h tsuē
食錢,tsia̍h tsînn
食錢官,tsia̍h tsînn kuann
食祖,tsia̍h tsóo
食晝,tsia̍h tàu
食銅食鐵,tsia̍h tâng tsia̍h thih
食茶,tsia̍h tê
食重鹹,tsia̍h tāng kiâm
食暗,tsia̍h àm
捷,tsia̍p
捷捷,tsia̍p tsia̍p
截,tsia̍t
捷,tsia̍t
截稿,tsia̍t kó
截止,tsia̍t tsí
捷運,tsia̍t ūn
接,tsih
摺,tsih
接力,tsih la̍t
摺衫,tsih sann
接神,tsih sîn
接接,tsih tsiap
摺紙,tsih tsuá
接載,tsih tsài
則,tsik
即,tsik
叔,tsik
折,tsik
擠,tsik
燭,tsik
爵,tsik
稷,tsik
積,tsik
窄,tsik
績,tsik
脊,tsik
藉,tsik
責,tsik
跡,tsik
蹟,tsik
隻,tsik
積分,tsik hun
績效,tsik hāu
績優股,tsik iu kóo
責任,tsik jīm
即刻,tsik khik
積極,tsik ki̍k
燭光,tsik kng
叔公,tsik kong
責任,tsik līm
叔伯兄弟,tsik peh hiann tī
叔伯姊妹,tsik peh tsí bē
叔伯姊妹,tsik peh tsí muē
叔伯的,tsik peh ê
責備,tsik pī
叔孫,tsik sun
即時,tsik sî
擠𤶃仔,tsik thiāu á
積德,tsik tik
積水,tsik tsuí
燭台,tsik tâi
唚,tsim
斟,tsim
箴,tsim
唚喙,tsim tshuì
斟酌,tsim tsiok
升,tsin
榛,tsin
津,tsin
珍,tsin
甄,tsin
真,tsin
真空,tsin khong
真理,tsin lí
真心,tsin sim
真相,tsin siòng
真實,tsin si̍t
甄試,tsin tshì
真正,tsin tsiànn
真誠,tsin tsiânn
真珠,tsin tsu
真情,tsin tsîng
真拄好,tsin tú hó
真愛,tsin ài
偵,tsing
僧,tsing
增,tsing
征,tsing
晶,tsing
曾,tsing
爭,tsing
睛,tsing
禎,tsing
箏,tsing
精,tsing
舂,tsing
菁,tsing
蒸,tsing
貞,tsing
鍾,tsing
鐘,tsing
精密,tsing bi̍t
精美,tsing bí
舂米,tsing bí
爭議,tsing gī
征服,tsing ho̍k
精華,tsing huâ
精英,tsing ing
菁英,tsing ing
精油,tsing iû
增加,tsing ka
精確,tsing khak
精巧,tsing khá
舂臼,tsing khū
精光,tsing kong
精良,tsing liông
精力,tsing li̍k
爭論,tsing lūn
晶片,tsing phìnn
精品,tsing phín
偵辦,tsing pān
精牲,tsing senn
精心,tsing sim
增生,tsing sing
精選,tsing suán
精神,tsing sîn
精誠,tsing sîng
增添,tsing thiam
精通,tsing thong
偵探,tsing thàm
增長,tsing tióng
偵查,tsing tsa
精差,tsing tsha
偵察,tsing tshat
偵測,tsing tshik
精彩,tsing tshái
爭取,tsing tshú
爭執,tsing tsip
精裝,tsing tsong
增資,tsing tsu
增進,tsing tsìn
精進,tsing tsìn
精子,tsing tsú
爭奪,tsing tua̍t
晶,tsinn
櫼,tsinn
氈,tsinn
精,tsinn
招,tsio
椒,tsio
蕉,tsio
招翁,tsio ang
招募,tsio bōo
招呼,tsio hoo
招會仔,tsio huē á
招會仔,tsio hē á
招考,tsio khó
招囝婿,tsio kiánn sài
招標,tsio pio
招生,tsio sing
借,tsioh
藉,tsioh
襀,tsioh
借用,tsioh iōng
借款,tsioh khuán
借過,tsioh kuè
借過,tsioh kè
借人,tsioh lâng
借問,tsioh mn̄g
借錢,tsioh tsînn
借蹛,tsioh tuà
囑,tsiok
屬,tsiok
燭,tsiok
爵,tsiok
祝,tsiok
芍,tsiok
足,tsiok
酌,tsiok
祝福,tsiok hok
祝賀,tsiok hō
祝壽,tsiok siū
將,tsiong
彰,tsiong
樟,tsiong
漿,tsiong
章,tsiong
終,tsiong
鍾,tsiong
障,tsiong
彰顯,tsiong hián
終結,tsiong kiat
將軍,tsiong kun
終其尾,tsiong kî bué
終其尾,tsiong kî bé
將近,tsiong kīn
將近,tsiong kūn
將來,tsiong lâi
終年,tsiong nî
終身,tsiong sin
章程,tsiong thîng
終點,tsiong tiám
章節,tsiong tsiat
終於,tsiong î
石,tsio̍h
石磨,tsio̍h bō
石磨仔心,tsio̍h bō á sim
石花,tsio̍h hue
石化,tsio̍h huà
石油,tsio̍h iû
石工,tsio̍h kang
石坎,tsio̍h khám
石膏,tsio̍h ko
石降,tsio̍h kàng
石敢當,tsio̍h kám tong
石碾,tsio̍h lián
石碖,tsio̍h lún
石枋,tsio̍h pang
石碑,tsio̍h pi
石兵仔,tsio̍h ping á
石板,tsio̍h pán
石牌,tsio̍h pâi
石獅,tsio̍h sai
石柱,tsio̍h thiāu
石頭,tsio̍h thâu
石頭仔,tsio̍h thâu á
石舂臼,tsio̍h tsing khū
石鏨,tsio̍h tsām
石洞,tsio̍h tōng
石仔,tsio̍h á
執,tsip
執業,tsip gia̍p
執法,tsip huat
執行,tsip hîng
執勤,tsip khîn
執勤,tsip khûn
執筆,tsip pit
執照,tsip tsiàu
執政,tsip tsìng
執意,tsip ì
姪,tsit
織,tsit
職,tsit
脊,tsit
質,tsit
這,tsit
鯽,tsit
職務,tsit bū
職業,tsit gia̍p
質疑,tsit gî
職訓,tsit hùn
職缺,tsit kheh
職缺,tsit khueh
職權,tsit khuân
這過,tsit kuè
質感,tsit kám
這過,tsit kè
質料,tsit liāu
質量,tsit liōng
織女,tsit lí
職能,tsit lîng
質問,tsit mn̄g
這馬,tsit má
職籃,tsit nâ
這聲,tsit siann
這世人,tsit sì lâng
這時,tsit sî
質詢,tsit sûn
這搭,tsit tah
這點仔,tsit tiám á
職災,tsit tsai
職責,tsit tsik
這種,tsit tsióng
這站,tsit tsām
這陣,tsit tsūn
質地,tsit tuē
質地,tsit tē
職員,tsit uân
職位,tsit uī
鯽仔魚,tsit á hî
鯽仔魚,tsit á hû
周,tsiu
州,tsiu
洲,tsiu
睭,tsiu
舟,tsiu
週,tsiu
周密,tsiu bi̍t
周刊,tsiu khan
週刊,tsiu khan
週期,tsiu kî
週年,tsiu nî
周邊,tsiu pinn
週邊,tsiu pinn
周詳,tsiu siông
周轉,tsiu tsuán
周全,tsiu tsuân
周至,tsiu tsì
周到,tsiu tò
周圍,tsiu uî
喌,tsiuh
樟,tsiunn
漿,tsiunn
章,tsiunn
螿,tsiunn
樟腦,tsiunn ló
漿衫,tsiunn sann
漿洗,tsiunn sué
漿洗,tsiunn sé
螿蜍,tsiunn tsî
樟仔,tsiunn á
漿泔,tsiunn ám
借,tsià
炙,tsià
蔗,tsià
鷓,tsià
蔗箬,tsià ha̍h
鷓鴣菜,tsià koo tshài
佔,tsiàm
僭,tsiàm
占,tsiàm
占贏,tsiàm iânn
占有率,tsiàm iú lu̍t
占用,tsiàm iōng
占領,tsiàm niá
占地,tsiàm tuē
占地,tsiàm tē
僭話,tsiàm uē
僭位,tsiàm uī
戰,tsiàn
箭,tsiàn
荐,tsiàn
薦,tsiàn
餞,tsiàn
戰火,tsiàn hué
戰火,tsiàn hé
戰況,tsiàn hóng
戰役,tsiàn i̍k
戰區,tsiàn khu
戰機,tsiàn ki
戰國,tsiàn kok
戰略,tsiàn lio̍k
戰力,tsiàn li̍k
戰亂,tsiàn luān
戰艦,tsiàn lām
戰備,tsiàn pī
戰術,tsiàn su̍t
戰神,tsiàn sîn
戰事,tsiàn sū
戰士,tsiàn sū
戰場,tsiàn tiûnn
戰車,tsiàn tshia
戰績,tsiàn tsik
戰爭,tsiàn tsing
戰鬥,tsiàn tàu
戰後,tsiàn āu
障,tsiàng
正,tsiànn
正面,tsiànn bīn
正音,tsiànn im
正港,tsiànn káng
正路,tsiànn lōo
正門,tsiànn mn̂g
正爿,tsiànn pîng
正本,tsiànn pún
正範,tsiànn pān
正身,tsiànn sin
正是,tsiànn sī
正著時,tsiànn tio̍h sî
正當時,tsiànn tong sî
正手,tsiànn tshiú
正手爿,tsiànn tshiú pîng
正宗,tsiànn tsong
正頓,tsiànn tǹg
照,tsiàu
詔,tsiàu
醮,tsiàu
照呼照行,tsiàu hoo tsiàu kiânn
照護,tsiàu hōo
照樣,tsiàu iūnn
照起工,tsiàu khí kang
照顧,tsiàu kòo
照講,tsiàu kóng
照辦,tsiàu pān
照步來,tsiàu pōo lâi
照常,tsiàu siông
照實,tsiàu si̍t
姐,tsiá
者,tsiá
剪,tsián
剪絨仔花,tsián jiông á hue
剪絨仔花,tsián liông á hue
剪綹仔,tsián liú á
剪布,tsián pòo
剪蟲,tsián thâng
剪綵,tsián tshái
剪裁,tsián tshâi
剪輯,tsián tsi̍p
剪蚻,tsián tsua̍h
剪仔龜,tsián á ku
掌,tsiáng
長志,tsiáng tsì
汫,tsiánn
汫水,tsiánn tsuí
汫水魚,tsiánn tsuí hî
汫水魚,tsiánn tsuí hû
鳥,tsiáu
鳥類,tsiáu luī
鳥梨仔,tsiáu lâi á
鳥擗仔,tsiáu phia̍k á
鳥銃,tsiáu tshìng
鳥隻,tsiáu tsiah
鳥仔,tsiáu á
鳥仔岫,tsiáu á siū
鳥仔踏,tsiáu á ta̍h
潛,tsiâm
潛力,tsiâm li̍k
潛能,tsiâm lîng
前,tsiân
錢,tsiân
前言,tsiân giân
前鋒,tsiân hong
前因後果,tsiân in hiō kó
前科,tsiân kho
前金,tsiân kim
前景,tsiân kíng
前輩,tsiân puè
前身,tsiân sin
前線,tsiân suànn
前程,tsiân tîng
前途,tsiân tôo
前衛,tsiân uē
前往,tsiân óng
情,tsiânn
成,tsiânn
誠,tsiânn
成月日,tsiânn ge̍h li̍t
成月日,tsiânn gue̍h ji̍t
成人,tsiânn lâng
成物,tsiânn mi̍h
成物,tsiânn mn̍gh
誠實,tsiânn si̍t
成做,tsiânn tsuè
成做,tsiânn tsò
憔,tsiâu
樵,tsiâu
齊,tsiâu
齊勻,tsiâu ûn
照,tsiò
醮,tsiò
照明,tsiò bîng
照鏡,tsiò kiànn
照射,tsiò siā
照電光,tsiò tiān kong
將,tsiòng
眾,tsiòng
種,tsiòng
障,tsiòng
障礙,tsiòng gāi
眾生,tsiòng sing
眾神,tsiòng sîn
將士,tsiòng sū
眾多,tsiòng to
將才,tsiòng tsâi
少,tsió
少歲,tsió huè
少歲,tsió hè
少缺,tsió kheh
少缺,tsió khueh
少數,tsió sòo
掌,tsióng
獎,tsióng
種,tsióng
長,tsióng
掌握,tsióng ak
獎學金,tsióng ha̍k kim
獎項,tsióng hāng
掌權,tsióng khuân
獎金,tsióng kim
獎券,tsióng kuàn
掌管,tsióng kuán
種類,tsióng luī
獎勵,tsióng lē
獎品,tsióng phín
獎牌,tsióng pâi
掌聲,tsióng siann
種種,tsióng tsióng
獎狀,tsióng tsn̄g
獎助,tsióng tsōo
獎助金,tsióng tsōo kim
從,tsiông
從來,tsiông lâi
從事,tsiông sū
從此,tsiông tshú
咒,tsiù
蛀,tsiù
蛀齒,tsiù khí
蛀龜仔,tsiù ku á
咒罵,tsiù mā
咒罵,tsiù mē
蛀鼻,tsiù phīnn
蛀蟲,tsiù thâng
咒讖,tsiù tshàm
咒誓,tsiù tsuā
醬,tsiùnn
醬鹹,tsiùnn kiâm
醬瓜仔,tsiùnn kue á
醬料,tsiùnn liāu
醬菜,tsiùnn tshài
守,tsiú
酒,tsiú
酒甌,tsiú au
酒母,tsiú bú
酒會,tsiú huē
酒家,tsiú ka
酒矸,tsiú kan
酒矸窒仔,tsiú kan that á
酒矸仔嫂,tsiú kan á só
守空房,tsiú khang pâng
酒開仔,tsiú khui á
酒窟仔,tsiú khut á
守寡,tsiú kuá
酒樓,tsiú lâu
酒漏仔,tsiú lāu á
守暝,tsiú mê
守暝,tsiú mî
酒吧,tsiú pa
酒癖,tsiú phiah
酒配,tsiú phuè
酒配,tsiú phè
酒杯,tsiú pue
酒瓶,tsiú pân
酒仙,tsiú sian
酒甜,tsiú tinn
酒店,tsiú tiàm
酒糟,tsiú tsau
酒精,tsiú tsing
酒醉,tsiú tsuì
酒甕,tsiú àng
掌,tsiúnn
槳,tsiúnn
槳仔,tsiúnn á
食,tsiā
食臊,tsiā tsho
食菜,tsiā tshài
暫,tsiām
漸,tsiām
暫時,tsiām sî
暫停,tsiām thîng
暫且,tsiām tshiánn
漸漸,tsiām tsiām
暫度,tsiām tōo
賤,tsiān
踐,tsiān
賤蟲,tsiān thâng
掙,tsiānn
石灰,tsiō hue
狀,tsiōng
狀元,tsiōng guân
狀元粿,tsiōng guân kué
狀元粿,tsiōng guân ké
就,tsiū
就業,tsiū gia̍p
就醫,tsiū i
就任,tsiū jīm
就近,tsiū kīn
就近,tsiū kūn
就任,tsiū līm
就職,tsiū tsit
就按呢,tsiū án ne
上,tsiūnn
癢,tsiūnn
上目,tsiūnn ba̍k
上網,tsiūnn bāng
上岸,tsiūnn huānn
上任,tsiūnn jīm
上崎,tsiūnn kiā
上櫃,tsiūnn kuī
上教,tsiūnn kà
上任,tsiūnn līm
上路,tsiūnn lōo
上北,tsiūnn pak
上卌袂攝,tsiūnn siap buē liap
上卌袂攝,tsiūnn siap bē liap
上山,tsiūnn suann
上山頭,tsiūnn suann thâu
上場,tsiūnn tiûnn
上桌,tsiūnn toh
上車,tsiūnn tshia
上手,tsiūnn tshiú
上市,tsiūnn tshī
上台,tsiūnn tâi
折,tsi̍h
舌,tsi̍h
寂,tsi̍k
疾,tsi̍k
籍,tsi̍k
賊,tsi̍k
寂寞,tsi̍k bo̍k
籍貫,tsi̍k kuàn
緝,tsi̍p
輯,tsi̍p
集,tsi̍p
𠯗,tsi̍p
集合,tsi̍p ha̍p
集會,tsi̍p huē
集權,tsi̍p khuân
集團,tsi̍p thuân
集體,tsi̍p thé
集中,tsi̍p tiong
𠯗一下,tsi̍p tsi̍t ē
一,tsi̍t
疾,tsi̍t
一目𥍉仔,tsi̍t ba̍k nih á
一面,tsi̍t bīn
一月日,tsi̍t ge̍h li̍t
一月日,tsi̍t gue̍h ji̍t
一礐屎,tsi̍t ha̍k sái
一夜情,tsi̍t iā tsîng
一日,tsi̍t ji̍t
一日到暗,tsi̍t ji̍t kàu àm
一甲子,tsi̍t kah tsí
一家伙仔,tsi̍t ke hué á
一家伙仔,tsi̍t ke hé á
一口灶,tsi̍t kháu tsàu
一睏仔,tsi̍t khùn á
一寡,tsi̍t kuá
一寡仔,tsi̍t kuá á
一日,tsi̍t li̍t
一日到暗,tsi̍t li̍t kàu àm
一路,tsi̍t lōo
一百空一,tsi̍t pah khòng tsi̍t
一疕仔,tsi̍t phí á
一邊,tsi̍t pinn
一半,tsi̍t puànn
一半日仔,tsi̍t puànn ji̍t á
一半日仔,tsi̍t puànn li̍t á
一半个仔,tsi̍t puànn ê á
一垺屎,tsi̍t pû sái
一屑仔,tsi̍t sut á
一四界,tsi̍t sì kuè
一四界,tsi̍t sì kè
一世人,tsi̍t sì lâng
一時,tsi̍t sî
一時仔,tsi̍t sî á
一觸久仔,tsi̍t tak kú á
一霎仔久,tsi̍t tiap á kú
一點仔,tsi̍t tiám á
一對時,tsi̍t tuì sî
一大片,tsi̍t tuā phìnn
一大拖,tsi̍t tuā thua
一大堆,tsi̍t tuā tui
一下,tsi̍t ē
妝,tsng
庄,tsng
粧,tsng
莊,tsng
裝,tsng
贓,tsng
庄跤,tsng kha
裝痟的,tsng siáu ê
庄頭,tsng thâu
妝娗,tsng thānn
磚仔窯,tsng á iô
狀,tsn̄g
臟,tsn̄g
慒,tso
遭,tso
遭遇,tso gū
慒心,tso sim
遭受,tso siū
作,tsoh
作穡,tsoh sit
作穡人,tsoh sit lâng
作田,tsoh tshân
作田人,tsoh tshân lâng
作,tsok
作物,tsok bu̍t
作文,tsok bûn
作業,tsok gia̍p
作孽,tsok gia̍t
作風,tsok hong
作法,tsok huat
作用,tsok iōng
作家,tsok ka
作怪,tsok kuài
作亂,tsok luān
作弄,tsok lōng
作品,tsok phín
作弊,tsok pè
作戰,tsok tsiàn
作者,tsok tsiá
作為,tsok uî
妝,tsong
宗,tsong
粧,tsong
綜,tsong
莊,tsong
裝,tsong
贓,tsong
蹤,tsong
贓物,tsong bu̍t
莊嚴,tsong giâm
綜藝,tsong gē
綜合,tsong ha̍p
裝潢,tsong hông
裝甲,tsong kah
宗教,tsong kàu
裝備,tsong pī
宗祠,tsong sû
宗親,tsong tshin
宗旨,tsong tsí
裝置,tsong tì
租,tsoo
組,tsoo
組合,tsoo ha̍p
租約,tsoo iok
租金,tsoo kim
組件,tsoo kiānn
組別,tsoo pia̍t
組成,tsoo sîng
組頭,tsoo thâu
組長,tsoo tiúnn
租車,tsoo tshia
租厝,tsoo tshù
組織,tsoo tsit
昨,tso̍h
族,tso̍k
鏃,tso̍k
族人,tso̍k jîn
族群,tso̍k kûn
族人,tso̍k lîn
族譜,tso̍k phóo
族親,tso̍k tshin
姿,tsu
孜,tsu
書,tsu
朱,tsu
株,tsu
滋,tsu
珠,tsu
硃,tsu
茱,tsu
諮,tsu
諸,tsu
資,tsu
滋味,tsu bī
資源,tsu guân
滋養,tsu ióng
滋潤,tsu jūn
資格,tsu keh
資金,tsu kim
鮢鱖,tsu kuè
鮢鱖,tsu kè
書架仔,tsu kè á
資料,tsu liāu
資歷,tsu li̍k
珠淚,tsu luī
珠螺,tsu lê
珠螺膎,tsu lê kuê
珠螺膎,tsu lê kê
滋潤,tsu lūn
書房,tsu pâng
珠寶,tsu pó
資本,tsu pún
硃砂痣,tsu se kì
姿色,tsu sik
諮商,tsu siong
資產,tsu sán
姿勢,tsu sè
資訊,tsu sìn
諮詢,tsu sûn
姿態,tsu thài
書店,tsu tiàm
珠蔥,tsu tshang
資深,tsu tshim
資政,tsu tsìng
書櫥,tsu tû
珠仔,tsu á
珠仔龜,tsu á ku
朱紅,tsu âng
泏,tsuah
專,tsuan
磚,tsuan
專門,tsuan bûn
專業,tsuan gia̍p
專訪,tsuan hóng
專用,tsuan iōng
專人,tsuan jîn
專任,tsuan jīm
專家,tsuan ka
專工,tsuan kang
專科,tsuan kho
專權,tsuan khuân
專機,tsuan ki
專攻,tsuan kong
專櫃,tsuan kuī
專人,tsuan lîn
專利,tsuan lī
專任,tsuan līm
專欄,tsuan nuâ
專心,tsuan sim
專書,tsuan su
專線,tsuan suànn
專長,tsuan tióng
專精,tsuan tsing
專職,tsuan tsit
專輯,tsuan tsi̍p
專才,tsuan tsâi
專制,tsuan tsè
專政,tsuan tsìng
專注,tsuan tsù
專題,tsuan tuê
專題,tsuan tê
專員,tsuan uân
專案,tsuan àn
煎,tsuann
煎藥仔,tsuann io̍rh á
煎茶,tsuann tê
拙,tsuat
撮,tsuat
泏,tsuat
差,tsua̍h
縒,tsua̍h
蚻,tsua̍h
絕,tsua̍t
絕望,tsua̍t bōng
絕交,tsua̍t kau
絕氣,tsua̍t khuì
絕路,tsua̍t lōo
絕食,tsua̍t si̍t
絕嗣,tsua̍t sû
絕情,tsua̍t tsîng
絕對,tsua̍t tuì
節氣,tsueh khuì
節日,tsueh li̍t
泏,tsuh
脽,tsui
錐,tsui
鵻,tsui
磚,tsuinn
磚仔,tsuinn á
尊,tsun
蹲,tsun
遵,tsun
遵命,tsun bīng
尊嚴,tsun giâm
尊貴,tsun kuì
尊敬,tsun kìng
遵守,tsun siú
尊長,tsun tióng
尊重,tsun tiōng
尊稱,tsun tshing
尊存,tsun tshûn
遵照,tsun tsiàu
卒,tsut
卒仔,tsut á
鑽,tsuàn
炸,tsuànn
炸油,tsuànn iû
紙,tsuá
紙盒,tsuá a̍p
紙字,tsuá jī
紙篋仔,tsuá kheh á
紙敬,tsuá kìng
紙橐仔,tsuá lok á
紙枋,tsuá pang
紙坯,tsuá phe
紙票,tsuá phiò
紙坯,tsuá phue
紙牌,tsuá pâi
紙扇,tsuá sìnn
紙燈,tsuá ting
紙條,tsuá tiâu
紙厝,tsuá tshù
紙錢,tsuá tsînn
紙袋仔,tsuá tē á
賺,tsuán
轉,tsuán
